"Star_Rating","User","Title","Body","Date"
"5.0 out of 5 stars","Jake Langstrom","Fun and Useful","Totally love it.  People tell me the Google device is better but I don't want to believe it.  There are so many wonderful ""skills"" my Dot has available.  I've spent two days in a row testing out everything I can do on my Dot.  I love that it can play almost any song you can think of.  You can get facts, figures, and weather from all over the world.  Every now and then it may misunderstand what you're asking it to do but that's rare and usually caused by the lack of the users diction.  Normally you can talk in a regular voice and Alexa will hear you, even from across the room.  You can get a news brief featuring whatever news outlets you choose to include.  The Dot's wake up word can be Alexa, Dot, Echo or Amazon.  However, I was sitting near my Dot last night and watching a movie on TV.  I said, regarding the hero's peril, ""I feel it's hopeless.""  My Dot then spoke up and encouraged me to contact the suicide hotline and gave me the number to call.  So...it's always listening.","February 12, 2017"
"5.0 out of 5 stars","Saundra L. Tenney","GREAT PRICE FOR GREAT PRODUCT","great price. Great product! If you're looking for a more powerful speaker buy the Echo, but the Dot should fit most needs and able to hook up to personal speakers. Easy to move to different rooms. Lots of skills to try. Most of the skills will fit your basic needs.Easy to hook up! Got this on sale for $39.95! Looking forward to Amazon adding more skills. Great Christmas present !","December 12, 2016"
"3.0 out of 5 stars","Katherine Botia","I like that it is a smart speaker","I like that it is a smart speaker, so you can tell ""Alexa"" to play songs. What i do not like is that the songs you tell alexa to play have to be from spotify (premium), amazon music, pandora, etc. it cant be from your own music :( if you want echo to play music that if on your device then you have to physically play it through bluetooth.another thing that i did not like is that the actual audio power is not great. i have my echo dot at max volume at it is practically the same as playing it from my phone.","April 15, 2017"
"3.0 out of 5 stars","Jesse","Once again, you get what you pay for! 👎🏼","The Echo Dot functions the same as the Echo and Tap. The only negative I have is that the speaker is horrible! I would expect A LOT better performance from the Echo Dot speaker. The Echo and Tap both sound pretty good for their size and I think the Dot is capable of more. The physical plug is also rather large.Overall the Echo Dot has room for improvement. I'll be looking forward to an updated version that they will hopefully get right!","December 26, 2016"
"4.0 out of 5 stars","Wendy Marie Garcia Rivera","Defective","I ordered two of these, one for myself and another for my sister as a Christmas gift. Mine is working just fine, on the other hand my sister tells me her Echo Dot turns off at random moments during use.","March 1, 2017"
"4.0 out of 5 stars","Chrowl","Buy One. You'll Like It.","My wife and I use the Dot every day. She manages multiple timers, alarms, shopping lists, tells bad jokes, and plays Jeopardy with us. If the house is completely silent, she can hear me from the other room. If there is any noise at all, my wife has to pick her up and speak directly at her, so I would say that the microphone could be better or perhaps just noise discrimination could be better. Clearly, we have anthropomorphised her since we call her Dot and not ""that hockey puck on the table.""I find her voice a bit robotic and when playing Jeopardy I sometimes have trouble understanding the category or question. It is also frustrating when I answer correctly and she says, ""That is incorrect.""She also loses connection to our wi-fi occasionally. We have to pull her plug and then resuscitate her. Nothing else seems to fix that problem.","April 15, 2017"
"4.0 out of 5 stars","djr","Very Neat and Versatile","Fun to have and use,very versatile. If there is much noise in the room and if you are playing music on Alexa, Alexa will not pick up your voice unless you raise your voice extremely..","April 7, 2017"
"5.0 out of 5 stars","Hammad","Great assistant for everyday tasks from setting alarms to calling an uber","I am still figuring out how to use Alexa more in my everyday life. But even for basic functions like setting alarms and timers, this is a great product. Every kitchen should have one.","March 17, 2017"
"5.0 out of 5 stars","BillTBoston","Love this.","I love this.  Setup is very easy and connecting/reconnecting to Bluetooth speakers is extremely fast and simple.  Audio quality via Bluetooth is good; haven't tried the 1/8 inch stereo connection yet.","October 26, 2016"
"1.0 out of 5 stars","JonGodCat","so now i have three Echos that are useless to me","if you have Spotify and want don't buy this to use with it DON'T, i mean DON'T.AMAZON keeps changing how it works together with Spotify, so now i have three Echosthat are useless to me. Thanks Amazon something so good now a paper weight.","April 11, 2017"
"5.0 out of 5 stars","Anne Heath","Fun","I resisted buying this but now I am glad that I did.  I listen to music, make shopping lists, get the news and maybe even get corny jokes.  If you enjoy a gadget, this one is for you.","March 14, 2017"
"5.0 out of 5 stars","Kyle Gibson","This is a technology that has its best days ahead of it","This is a technology that has its best days ahead of it, but I like being able to turn on/off lights and change the thermostat remotely.  This model is a great value since I listen to it through my large sound system.","April 9, 2017"
"5.0 out of 5 stars","Denise Bachmann","NICE","easy to install fun to use, even my 3yr old granddaughter can get the music she likes. Hooked up to small stereo for better sound. I don't give 5 stars to often but echo deserves it.","March 7, 2017"
"5.0 out of 5 stars","tom orlando","awesome and convenient","awesome and convenient. I use a blue-tooth speaker with the dot for better sound of music. I also purchased the TP-Link Smart Plug, No Hub for my voice command lamp, works well with echo dot. Will buy more for other areas of the home to include external speakers for pool area.","March 6, 2017"
"1.0 out of 5 stars","Ambica Bhandari","Product does not work as advertised","The product does not work as they show in the TV. I asked Alexa the same question as asked on TV but it always replies that it does not know. Google and Siri seem to be able to do much more. I expected a much better product from Amazon. I really feel they should refund my money till they can provide me a better product. My wife bought it as a gift so now i am unable to return it without making her feel bad.","February 28, 2017"
"4.0 out of 5 stars","J. Gray","Prompt, responsive, but not that useful YET","OK. I really like Alexa, but so far, she only turns my Hue lights on and off, and tells me the weather. Guess both she and I need to learn more in order to expand our relationship.","April 5, 2017"
"5.0 out of 5 stars","Nancy C. Lepri","Echo Dot is AWESOME!","I bought 2 Dots, one for downstairs and the other for upstairs. These devices are totally amazing. We can listen to the news, music, play games, get trivia fact, etc. Just love it.","March 3, 2017"
"5.0 out of 5 stars","Aivy Torres","Love it!","Can't get enough of it ! The whole family tries out a lot of questions and actions, and Alexa continues building up her skills. Once, we asked her ""Alexa, are you skynet?"" Funny how she responded !","March 20, 2017"
"5.0 out of 5 stars","Linda Sain","I am so in love with my Echo Dot it is wonderful works great ...","I am so in love with my Echo Dot it is wonderful works great I think it can wonderful. My friend is so lonely and talks to her and says she is much less lonely. thanks for making a great product","April 11, 2017"
"4.0 out of 5 stars","Celticstorm76","small yet powerful","Great addition to the Alexa family.  Small yet powerful.  Works great with the wink hub and lights, switches, door locks, so many things you can do with this little smart speaker.","March 9, 2017"
"5.0 out of 5 stars","Katie A Moore","Works great. I got it as a gift for my ...","Works great. I got it as a gift for my sister. She keeps it by her bed and uses it to control bedroom. Lights and thermostat. She even uses it to play music at night, at lower levels the built is speaker works fine.","April 18, 2017"
"3.0 out of 5 stars","Amie","Not great. Would ask questions that I could look up ...","Returned. Not great. Would ask questions that I could look up in google and get no answers. Good to order through and check weather but thats about it. Went with another device that I love.","February 10, 2017"
"5.0 out of 5 stars","Russell Samson","Love my smart home","She has changed our life.  Got nest, to link bulbs, Kēvo door lock, ring doorbell.  Love my smart home.  She is improving all the time.  Wish she worked with Cozi family calendar.","March 12, 2017"
"5.0 out of 5 stars","Candice","Alexa is amazing","I was really excited when I was gifted the latest Echo Dot after pining over the regular Echo for quite some time. It turned out to be everything I hoped for. I started out by going through the voice training a couple of times to ensure the best experience.The voice recognition is really great. My boyfriend has to pay a little more care to his enunciation to get Alexa to know what he's saying, but I'm sure if he did the voice training, the issues would go away. The skill selection is not bad, but still limited. I have been following some forums for the product and excited to maybe write something of my own for it. The highest volume setting isn't very loud, but works in the smaller setting it's intended for.In the morning, I ask Alexa to give me a rundown of the news, which includes NPR, BBC, local news, and the weather. I played a choose-your-adventure game while doing the dishes. I ask Alexa to quote random Rules of Acquisition or cat facts. She's awesome.","December 7, 2016"
"5.0 out of 5 stars","Angela l Baker","Smart home here I come!","I purchased these as a pre-order before release.  When I received it I was excited. And I have been happy ever since.  I already had a nice Bluetooth speaker and I couldn't justify buying the Full size Echo. I was able to easily set up - directions were very clear and have had no issues. I can yell from the shower and she hears me all the way across the bathroom and master bedroom to change the station or change the volume. I also found some pretty funny Easter egg type things to ask Alexa and have been entertained.  I also added some apps in the Alexa app. If you don't have a speaker, get the full size. If you have a nice speaker (I have a UE Boom full size) then the Dot will be fine. I keep them connected to power and through a speaker cord. No big deal. I have another plugged into my surround sound receiver. Works great.  Now I am planning to make my house a smart home because it is so easy to say Alexa turn off the lights or Alexa turn down the air!","November 26, 2016"
"2.0 out of 5 stars","shelia mays","Very annoying.","It doesn't do anything unless u add skills to it. It's very annoying to have to constantly update skills.  It also has the ability to have other users sync with their dot. All of a sudden u just hear ""Josh has synced with your device"".","March 1, 2017"
"5.0 out of 5 stars","Big Shopper","Practical and fun!","Bought it during the Christmas sale figuring I had nothing to lose at the price.  I'm really impressed, the DOT is well worth the $40-$50.  We use it in the kitchen as a timer every time we cook.  My son love using it and even ask it to spell words for his homework.  Fun to play games with some of the fun question too. We play magic door and 20 questions.  Practical and fun!","January 14, 2017"
"3.0 out of 5 stars","Rose Collum","The Dot is Great, the Alexa App for iPhone and iPad is awful.","Even though the Dot itself is a great tool (I have three of them), the Alexa application for Apple products is never online so I can't manage or edit my shopping list, to-do lists, Calendar items, and alarms.  The only way to get it back online is to restart my iPad and iPhone, which is inconvenient.  I was forced to use a shopping list application from the AppStore instead of the Alexa app.Also, if you set alarms for the same time Monday through Friday and want to stop just one alarm for one day, it cancels all the alarms so I'm forced to restart my iPhone to get the Alexa app to engage and then I'm able to restore the alarms.  The only way around this is to set individual alarms for each day, but you are still not able to ""pause"" an alarm without cancelling them entirely.  (and yes, my iPhone patches are up to date)Outside of that, it's great getting the weather, setting timers, playing music from pandora, and lots of other features.","January 29, 2017"
"5.0 out of 5 stars","Richard Jacobs","Great product, useful and very fun.","The Echo Dot is useful and fun, as well. We have not even scratch the surface of what the Echo Dot can do. We bought one for each of our adult children and two for ourself. Of course, as our children are younger they are getting a lot more out of it. The day after setting it up, my oldest son ordered dog food and it was at his house in two hours!It is almost like having another person in the house. Alexa is very life like in her conversations. You say good night to her and she wishes you a restful night.I would like to point out that the microphones are just as sensitive as advertised. In fact, maybe a lot more. Every time there is an Echo Dot commercial on our TV and they say, ""Alexa"", our Alexa answers up. One night, my wife and daughter were talking on the phone and my daughter said Alexa and our Echo came to life. It managed to hear her name even though they were not on speaker phone.Anyway, we love it and recommend it.","January 11, 2017"
"2.0 out of 5 stars","Metal bender","ALEXA IS A POOR LISTENER","Alexa is a VERY poor listener. I purchased a few dozen books from Audible Books and it's like pulling teeth to get this stupid robot voice to read them. Some, she flat won't read and others, I need to repeat the title at least a dozen times before this dumb twit  cues them up. Other times, she cuts me off mid-sentence and says she can't find what I'm looking for. VERY disappointed........","March 29, 2017"
"5.0 out of 5 stars","Amazon Customer","My job has been outsourced to Alexa...","...and I couldn't be happier. Ever since giving my husband the Echo Dot for Christmas, I no longer have to answer his constant questions...what time is it? What's the tempurature? What other movies was that actress in? When was Donald Trump born?No more! It all goes to Alexa, and she even tells him a bed time story.Now, what to do with all my new free time?","December 29, 2016"
"5.0 out of 5 stars","N. Boone","Alexa for your stereo!","I wasn't thrilled that I bought the Echo Dot 1 for such a premium, only to have this come out at half the price a short while later.  That said, if you don't require the full-size speaker of the original Echo, or you want to stream Prime Music from your stereo, this is great bang for the buck.The only improvement I'd really love to see is for it to auto sense whether the stereo it's connected to is on or off.  As it stands, if it's plugged into a speaker/stereo and that connected device is turned off, you have zero sound. Plugging and unplugging the Echo Dot's audio cable is an unnecessary nuisance.  If a cheap on-board sound card chip can figure out where to direct audio (headphone jack vs. speakers), why can't the Dot?Still, if you don't already have a few Amazon Echos around the house (we have 3), it's more cost effective to buy a few Echo Dots to scatter around the house, especially if you already own a decent Bluetooth Portable Speaker.","January 28, 2017"
"5.0 out of 5 stars","Robert J. Caunter","What took me so long?","What can I say, the Echo Dot is the bomb. I ordered the Dot with the Sensi thermostat. I received them both at the same time. Within less then an hour I was tell Alexa to adjust Sensi to the temperature of my liking. I was also asking Alexa random questions. How cool is the Echo Dot with Alexa ? So cool I asked myself why did I wait so long to purchase it. I have it liked to my Boss Wireless speaker, my phone, my TV and I'm going to be purchasing more home automation for Alexa to command. I highly recommend The Echo Dot & Alexa. I must say Alexa has changed my home for the better.","January 2, 2017"
"5.0 out of 5 stars","KEVIN M BURLAGE","Love the convenience of asking a wide variety of questions ...","Love the convenience of asking a wide variety of questions and getting answers.  Over time I hope Alexa learns to provide a broader array of services.  Love having it paired with Amazon Music and external Bluetooth speaker.  We can play and instantly enjoy an endless amount of music/artists/songs just by asking Alexa!","March 30, 2017"
"4.0 out of 5 stars","Marc Shepard","But the music integration is nice and you can't beat the price point","She doesn't understand most of the things I ask her. But the music integration is nice and you can't beat the price point, so fun to do just a few things and then go to Google voice search on my phone for most other things.","April 8, 2017"
"5.0 out of 5 stars","C. Ashe","Neat Gadget!","I truly enjoy having Alexa in my home.  I love the idea of being able to tell Alexa to play a certain song I want to hear or whatever I'm looking for she's always there to respond.","March 27, 2017"
"2.0 out of 5 stars","ichitumi","Loved it when it was working","Loved it when it was working ... but it basically turns into a glowing brick that wouldn't reset after each power interruption.","April 15, 2017"
"3.0 out of 5 stars","jtobin79","Not comparable to Echo","This is a fine product, but in no way comparable to the Echo. If you're looking for sound quality, go Echo. If you're looking to listen at work, or in a small space, this will do.","March 22, 2017"
"1.0 out of 5 stars","Christopher","waste of time unless you need something to get mad at","I spend as much time frustrated by this thing as I do using it...""Play artist Mark Chesnutt"" -------- ""I'm sorry - I can't find any artist named Mark Chesnutt""""Play artist Trace Adkins"" -------- ""I'm sorry - I can't find any artist named Trace Adkins""I could keep going - it can't find ANYTHING...  If I say ""from My Music"" - it plays just fine.","March 30, 2017"
"5.0 out of 5 stars","Pohakurock","A great Smart-Home building block that can be expanded and used easily even for the non techie","I 1st owned the Echo for several months and loved it and its functionality.  The Echo lives in my basement and I wanted something with the same functionality in my bedroom so I got the Dot.* Setup was easy with the android app and it found the Dot with no issues* I started rolling out a smart-home earlier this year with the Echo and adding the Dot to it was a breeze* With my smart home I have a Wink and several bulbs from Cree and GE and everything works with the Dot* The Dot speaker is loud enough for a bedroom to be used for music listening and perfect for an alarm.* The convenience of vocally being able to turn lights off and on from your bed is a added bonus* I'll be adding a 2nd Dot to my kitchen so that I can have more versatility in my house as I keep adding to my smart home.","December 16, 2016"
"5.0 out of 5 stars","Amanda","Fun for the whole family!","My whole family lives the amazon echo. It does so many things! We love the reminders we can set, music, and skills you can add. I am definitely going to purchase another one!","March 13, 2017"
"5.0 out of 5 stars","Amazon Customer","Awesome..","Awesome...has a decent speaker for a small device sits next to my computer and anwsers pretty we asked it to flip a coin to decide where me and the wife would go eat and it helped us decide...now just waiting one the soundbar i bought with it to try bluetooth for extra volume when needed...worth every penny","April 11, 2017"
"1.0 out of 5 stars","jimmyts","One Star","She has gotten worse and worse to try to communicate with. I find myself repeating commands frequently.","March 8, 2017"
"3.0 out of 5 stars","Evan","Good not great","It's cheaper than the echo so I can afford to have one in multiple rooms. The speaker does the job but isn't great. I can't really here it over the dishwasher when it's running. Biggest draw back is that each unit is independent so they don't communicate with each other. So if I play music on one, none of the other dots or echo's play. Also it is nearly impossible to look up individual episodes of podcasts. The voice control works really well, but the mobile controls absolutely suck! You are pretty much limited to pause/play and volume controls. There is no search function for individual podcasts which is plain stupid. Also the Alexa app is brutally slow and there is no search function for the ""skills."" Which doesn't really matter because the skills that are available are pretty much useless.Overall I do like it. It's cool tech and it does the job, but serious upgrades are need mostly with the software if they want to compete with Google.","December 29, 2016"
"4.0 out of 5 stars","StrikitRich","Headphone Jack Was Just What I Wanted","Started looking for a Dot as soon as I heard Amazon was discontinuing the 1st gen model.  I pre-ordered about as soon as I saw the announcement of the 2nd model and paid full price.  It was a bit disappointing to see just how fast Amazon dropped the price after the release date.  That cost a star.Otherwise, the device is great.  I wanted it to travel with and use with a stereo at home as the original unit has no headphone jack.  I was pleased to see that it drives full sized headphones pretty well as I couldn't always listen out loud when away from home.I have the black version.","December 11, 2016"
"3.0 out of 5 stars","Bstnldy","I want to LOVE this but I find myself yelling at Alexa","I want to LOVE this but I find myself yelling at Alexa.. I would be like, Alexa play 90's music. ALEXA wait for the pause and then say play 90's music.  Its like there is some disconnect when I say her name. Sometimes she doesn't understand what I am saying; I have to say Alexa more than once, its really a cool little product but I don't know if its my Boston accent trips the machine but it does need some more improvement.","March 10, 2017"
"5.0 out of 5 stars","Dan Hancock","I wouldn't know what to do without my new personal assistant.","I bought this more on a whim than for any practical purpose, but I really like it.  Now I use the flash news briefing every morning and finish off with a little music.  I liked it so much, I ended up with 2 - one in the living room and one in the bedroom.  Now I've started with some home automation and Alexa controls it all.The speaker on this model is not stellar, but actually is louder and more clear than I expected, but if you are looking to crank out some booming music, you will want to opt for a separate speaker - which, thanks to bluetooth and line in, you can easily do.","November 30, 2016"
"2.0 out of 5 stars","Kailash Mehta","Its a great idea but for me more like descendant of SIRI","Its a great idea but for me more like descendant of SIRI. Not good with numbers. If you request alexa to set volume to 8.0, she doesn’t understand, it has to be a whole no.I really don’t see the real use case1. When i have the same system on my phone and connect that to nice blue tooth speaker, i have better sound quality.2. Power; Damn have to be connected all the time. Great :).3. Shopping. will just order anything without giving you much flexibility to check the product at various providers.But BEST part i liked is ALWAYS listen to me :), worth to buy at least for this feature :)","March 31, 2017"
"3.0 out of 5 stars","BethanyLiz","Goes somewhat deaf over time",". I had the first generation DOT and over time, it just stopped recognizing my voice commands unless I screamed at it. I worked with customer support and for several weeks we factory reset it twice (no small thing as you have to reset your WIFI, reset skills and do the voice training all over again). It also stopped recognizing my Oonz bluetooth speaker. Finally, customer service sent me the new DOT as a replacement. For a time (one or two weeks) the new device worked great.However, I'm having the same voice recognition issue. I'm having to practically stand over it and scream at it. It does however recognize my bluetooth speaker but for how long, who knows? I really like the echo as it has great potential. i like the new Amazon music service, the ability to set multiple timers and manage my Phillips Hue lights, ask for the weather forecast and time. But i really wish they would get this voice recognition thing worked out. I won't be purchasing any additional devices until this gets resolved.","November 13, 2016"
"5.0 out of 5 stars","Skytx","I could not be more pleased","My daughter bought me this for Christmas.  I did not hook it up for two months.  It was easy to hook up and use.  I have had loads of fun with this thing.  It tells corner jokes it will flatter you play games or get news and weather.  I have not hooked it up to lights or other gadgets yet, but I am sure that is in the future.  It adds a whole new demention to wifi.","April 16, 2017"
"4.0 out of 5 stars","Mr. M","It's the future now","I haven't used all of it's features yet, but so far I love it.  I bought it to replace my aging alarm clock, and setup was so easy.  Then all the other things it can do just make it a cool device.  I will eventually purchase some wifi enabled smart plugs and really see what it can do.  For $50 ($40 when on sale) you can't go wrong.  Only improvement I would suggest is adding a backup battery in case of power loss.  Alexa told me that she does not have a battery (yes I asked her).UPDATE: Two small frustrations that I have noticed lately.  1) I use it as an alarm clock and it has a hard time hearing my voice in the morning when I try to set it to snooze.  2) When attempting to cancel my alarm, with more than one alarm set, it talks through all that want to be cancelled.  Problem is that I am usually in the cycle with the alarm I want off.  Also, at 5:30 AM going through all alarms is kind of annoying.  Might try changing how I word it to see if that fixes it.","January 5, 2017"
"5.0 out of 5 stars","SarahPete","I thought that it was so stupid. I don't have any of the fancy home ...","When I first heard of the Dot, I thought that it was so stupid. I don't have any of the fancy home upgrades that this thing controls, so it seemed kind of pointless for me. I got one as a Christmas gift and it is so cool! I love being able to ask Alexa for the weather, my work commute is at least 40 mins a day and I love being able to ask about traffic. I normally have to check a couple different sites before I leave in the winter and now I just ask Alexa. My son loves asking for jokes! I am so excited every time I find out something new that the Dot can do, this thing is so cool!","December 10, 2016"
"4.0 out of 5 stars","Shea Storer","Could be a 2 could be a 5 depends on the day and how bad the bing search results are. Also sometimes I feel like Alexa hates me.","Good needs to get better. Its just so dumb. It can do so much but it can not understand anything that isn't exactly how it wants it. It also needs to learn to tie what you are asking together. For instance if you ask it something it will not get it, you ask it another way it still doesn't understand. Between multiple questions it should tie together you are asking about something specific. Each request is independent from any other request except with music. Has potential barley a 4 star rating could make it to 5. However sometimes the horrible bing results make it a 2. I would prefer to choose my search results and change them to more accurate info on google. At one point I was asking it what happened in 2007 and it told me the Vietnam war and Tienanmen square. I complained and it was fixed. However I have seen other poor to inaccurate information. I do like the Bluetooth ability and the plug in ability to make a better sounding device play my music.","January 5, 2017"
"5.0 out of 5 stars","Noble1","Love the Echo Dot and Alexa :)","Love the Echo Dots.  I have 3 now around the house and have even used with smart lighting switches.","April 17, 2017"
"3.0 out of 5 stars","Amazon Customer","A!lexa","I do not feel secure with it on. Sometimes it will answer to something we did not ask. So we really don't use it I would not purchase again. Not satisfied.","April 12, 2017"
"4.0 out of 5 stars","Amazon Customer","Fun but not necessary... Yet","Nice product, always improving though at times can't understand what you ask but improving all the time... Still more novelty than functional for me but as I said, keeps improving and I like it!","March 6, 2017"
"2.0 out of 5 stars","michael Campbell","It is annoying to have to repeat or get right on top ...","Bought refurnbished item. It is not working well. It loses the connection often and doesn't respond to request frequently. It is annoying to have to repeat or get right on top of it to get it to respond. https://www.amazon.com/dp/B01DFKC2SO/ref=cm_cr_ryp_prd_ttl_sol_0","March 4, 2017"
"1.0 out of 5 stars","Trader","Cool concept,  just not there yet.","Wow purchased 3 for x-mas and each one needs own account -2  or only one can play at a time ...  Two the wireless connection is very very poor -2 and we have very fast internet everything is wireless with no problems but the dot always loses connection.  Cool concept  just not there yet.  Made it right next time Amazon or better yet since i have 3 just collecting dust update them somehow.  Mr. Wishful Thinking..","April 8, 2017"
"1.0 out of 5 stars","J. Czech","What a disappointment with so much potential!","I do love my original echo, but stacked next to my Bose Bluetooth speaker I was disappointed in the sound quality. Bought a dot for Christmas to use with the Bose. It's constantly losing internet connection and the sound cuts out not from Bluetooth but from the actual dot itself. Can no longer trust it as an alarm clock. Oh, the kicker? They shortened the warranty, so I'm out $50. It will not be replaced with another. Amazon: FAIL.","April 13, 2017"
"5.0 out of 5 stars","G. Humphrey","Dot Echo Tap?","I own a DOT (2ndGen) and a Tap.Not much to say other than what is said in the other reviews.Which one should you buy?Echo and Tap have a built in speaker that is designed for playing music standalone.The Dot has a speaker and can play music only slightly better than a smartphone.Echo and Dot are totally hands free, where with the Tap, you have to Tap the button to talk with it.Echo and Dot require plugging into the wall always, where the Tap can be taken away from it's charging base.If you have a decent sound system, any of the three would work OK, however, I would probably suggest the Dot.","October 24, 2016"
"5.0 out of 5 stars","Amazon Customer","All the games and music you can play are perfect. I'm having so much fun","I am obsessed with this thing! All the games and music you can play are perfect. I'm having so much fun. It was just the thing for me 'cause as of recently I have a lot of time on my hands and find myself bored more often than not. And I can't believe how cheap it is! Thanks, Amazon! You're the best. :)","April 18, 2017"
"4.0 out of 5 stars","TheLostSwede","Please allow for use outside of Amazon approved locations","It's a fun toy, but so far I haven't found it to be very useful, although I guess I don't live in an Amazon approved country, so a lot of things simply don't work.Please Amazon, at least allow us to set the proper location so we can get weather information etc.","March 20, 2017"
"5.0 out of 5 stars","Lynn","While I am still trying to learn everything it can ...","While I am still trying to learn everything it can do for me, this little jewel sets up and runs perfectly in minutes. From then on it merely sits there ready to perform.","March 9, 2017"
"3.0 out of 5 stars","Jamie","Impulse Buy","Love the echo! I just wish it didn't have to be plugged in all the time! It is hard to move from room to eoom because there is a delay in setup everytime you unplug it. But it works great otherwise, ""Alexa"" does her best and is usually spot on!","March 28, 2017"
"5.0 out of 5 stars","Brittany E.","Great Product! Love Alexa!","Love it!! I am so glad I purchased this! I was shocked to see so many things this could do. I also plan to buy more products that work with Alexa as well! Highly Recommend!","April 12, 2017"
"5.0 out of 5 stars","MEW","Good source of info and now it doesn't wake me at night with disconnects...","I love it now I figured it had to be connected to 2.4GHz vice 5. Before it kept losing signal and was talking in the middle of the night. Now, not a peep unless I ask a question.","February 7, 2017"
"5.0 out of 5 stars","RMM","The latest update really made having these in close proximity of the other ones work better. They truely are an amazing device","This is my third echo device in my house. The latest update really made having these in close proximity of the other ones work better. They truely are an amazing device.","March 5, 2017"
"5.0 out of 5 stars","Amazon Customer","In Love","It is much smaller than I imagined, but it is perfect. It does the job of my alarm clock and speaker and requires much less space. The speaker is actually really great. It's loud enough for my room. It is very responsive and easy to set up! Worth the price, wish I would have bought it awhile ago. Extremely satisfied!","March 25, 2017"
"4.0 out of 5 stars","J G","Good, fun.","Fun, no probs except she occasionally responds to hearsay and to words that don't even sound like Alexa. I hope the NSA isn't listening to all the crap we ask it to do.","March 29, 2017"
"4.0 out of 5 stars","ronda lashell","Its cool..","Its cool...but honestly I didn't do my research I thought it was a ""connecting"" speaker as in have the home base Alexa in one room and the echo in the others playing in sync...NOPE  it is its own gig with no where near the sound quality","April 14, 2017"
"4.0 out of 5 stars","Danny J. Burkett","Great Item!! Lousy packaging!!! Lousy gift card!!!!","Item is great!! Love my Echo!! Problem is the packaging was horrible and gift card was barely readable!!!! Lucky item did not fall out of package!!!! Package was not sealed at either end!!! No bubble wrap in package to protect item!!!! Get it together Amazon!!!!!","March 4, 2017"
"3.0 out of 5 stars","Kenia","I also bought it because I am a Nerd and love to look up things all the time","I have only had it for abt 2 wks. . so that is why I am giving it ONLY 3 stars,. maybe in a few weeks I will change it.  (Reminder set with Alexa to remind me,  LOL)Now.  My main reason for buying it is for the Music playing ability.  We area gaming family, and sometimes the game is to quiet and Noise is needed (Kids playing Mind Craft)  So far it has worked Perfectly for that.I also bought it because I am a Nerd and love to look up things all the time .....  IT HAS FAILED HORRIBLY at that.  I added a few skills not any better.I was also hoping to connect it to my phone as I thought i could.  NOPE, it connects to the Bluetooth. but doesn't respond to commands like send a text. I was also hoping it could connect to my current calendar on my phone.  I have lots of appointments and things on there for the family and having a localized place that all could access was a nice idea.Unfortunately if I want it to remind me I need to add it.  with 7 ppl in our house and all of us having  Dr appts, school games, choir and Orchestra concerts, etc it's to much to add again to yet one more place.Lastly,  I added the ""Fortune cookie skill""  it is somewhat cute.. HOWEVER one of the fortunes it gave me said ""Fortune cookies taste like Sh*t"". now it did ""Bleep"" itself, but still my Boyfriends 7 yr old knew what it meant.Changed my reminder for a week from now to give me a chance to return it if I end up not wanting it.","March 14, 2017"
"5.0 out of 5 stars","Lisa Kelley","Backs a big punch!!!","Love this little thing. It works great with my amazon fire stick the FS is in my bedroom and the fire stick is in living room. I'm hoping in the future to get another FS and Dot","March 9, 2017"
"3.0 out of 5 stars","R. R.","... the price point but the speaker isn't really that great. The quality is significantly less compared to the ...","It's ok for the price point but the speaker isn't really that great.  The quality is significantly less compared to the regular echo. However, it's also a lot cheaper.","March 12, 2017"
"4.0 out of 5 stars","N. Wechsler","Its a great product, we loved it","Its a great product,  we loved it! We like to listen to music, check the weather and other things. However sometimes Alexia doesn't respond.We also think that after removing the power and connecting to another outlet, it takes to long for Alexia to reload.","April 8, 2017"
"5.0 out of 5 stars","Derek D.","Everyone in the family uses this great toy!","For the price, can't beat this functional toy! Use it mostly for the timer and music at the moment but will eventually have it controlling lights and such in the house!","April 5, 2017"
"5.0 out of 5 stars","PN","Great purchase","This is my second purchase of this Echo Dot as a gift for my friend. I purchased the first one since last year, I love it and use it almost everyday. The sound and volume are really nice. I like that I can control by voice, so easy to witch the music, checking news, time or even weather without toughing the device.","April 11, 2017"
"3.0 out of 5 stars","Christopher B Freeman","Works great but still needs more development","Works great but still needs more development. Wait at least a year for it to be better.  does pretty much the same stuff as my phone.","November 21, 2016"
"5.0 out of 5 stars","FancyFarmer","Hey Alexa! You are brilliant!","I bought this for my husband as a birthday gift but it is certainly enjoyed by the whole family.  We wake up every morning and ask Alexa ""what's the weather""!  We've searched movie times, listened to our favorite tunes & created shopping lists.  Function and entertainment for sure!  Great purchase!","April 4, 2017"
"5.0 out of 5 stars","Pink Sneakers","Works great! Now my husband has his own ""baby Alexa"" ...","Works great!  Now my husband has his own ""baby Alexa"" in his man cave and will stop stealing my Echo!","November 28, 2016"
"5.0 out of 5 stars","RealPolitics.LA","Handsfree information by asking a question.","Convenient,  easy to talk to and get respouses to questions, Amazon ordeRs or accessing music playlists.I wish I had ordered two when they were on sale for $39.99.","January 11, 2017"
"5.0 out of 5 stars","AM","Works great. You can hear the music clearly in about ...","Works great. You can hear the music clearly in about 3 or so rooms in the house. You might need Bluetooth speakers to connect for more volume. For $50 it is a steal!","April 14, 2017"
